Title,Authors,Session,Abstract,PDF,Paper Page
Reducing Prediction Volatility in the Surgical Workflow Recognition of Transsphenoidal Neurosurgery,Adrito Das;Sophia Bano;Francisco Vasconcelos;Danyal Z. Khan;Hani J Marcus;Danail Stoyanov,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Self-supervised Learning via Cluster Distance Prediction for Operating Room Context Awareness,Idris Hamoud;Alexandros Karargyris;Aidean Sharghi;Omid Mohareri;Nicolas Padoy,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Open surgery tool classification and hand utilization using a multi-camera system,Kristina Basiev;Adam Goldbraikh;Carla Pugh;Shlomi Laufer,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Task Model-Speciﬁc Operator Skill Assessment in Routine Fetal Ultrasound Scanning,Yipei Wang;Qianye Yang;Lior Drukker;Aris Papageorghiou;Yipeng Hu;Alison Noble,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
PATG: Position-aware Temporal Graph Networks for Surgical Phase Recognition on Laparoscopic Videos,Abdolrahim Kadkhodamohammadi;Imanol Luengo;Danail Stoyanov,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
LTSP: Long-Term Slice Propagation for Accurate Airway Segmentation,Yangqian Wu;Minghui Zhang;Weihao Yu;Hao Zheng;Jiasheng Xu;Yun Gu,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Disparity Constrained Stereo Endoscopic Image Super-Resolution,Tianyi Zhang;Yun Gu;Xiaolin Huang;Jie Yang;Guang-Zhong Yang,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Surgical Biomicroscopy Guided Intra-operative Optical Coherence Tomography (iOCT) Image Super Resolution,Charalampos Komninos;Theodoros Pissas;Lina Mekki;Blanca Flores;Edward Bloch;Tom Vercauteren;Sebastien Ourselin;Lyndon DaCruz;Christos Bergeles,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
DeSmoke-LAP: Improved Unpaired Image-to-Image Translation for Desmoking in Laproscopic Surgery,Yirou Pan;Sophia Dr Bano;Francisco Vasconcelos;Hyun Park;Taikyeong Ted. Jeong;Danail Stoyanov,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Robust deep learning-based semantic organ segmentation in hyperspectral images,Silvia Seidlitz (German Cancer Research Center (DKFZ));Jan Sellner (German Cancer Research Center (DKFZ));Jan Odenthal;Berkin Özdemir;Alexander Studier-Fischer;Samuel Knödler;Leonardo Ayala (German Cancer Research Center (DKFZ));Tim Adler (German Cancer Research Center (DKFZ));Hannes Kenngott;Minu Dietlinde Tizabi (German Cancer Research Center (DKFZ));Martin Wagner;Felix Nickel;Beat Müller-Stich;Lena Maier-Hein (German Cancer Research Center (DKFZ)),Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Enhancement of Instrumented Ultrasonic Tracking Images using Deep Learning,Efthymios Maneas;Andreas Hauptmann;Erwin J Alles;Wenfeng Xia;Sacha Noimark;Anna L. David;Simon Arridge;Adrien Desjardins,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
How to generate patient benefit with Surgical Data Science - results from a Delphi process,"K. März (German Cancer Research Center (DKFZ));M. Eisenmann (German Cancer Research Center (DKFZ));M.D. Tizabi (German Cancer Research Center (DKFZ));D. Sarikaya;T. Collins;A. Malpani;J. Fallert;H. Feussner;S. Giannarou;P. Mascagni;H. Nakawala;A. Park;C. Pugh;D. Stoyanov;S. Vedula;K. Cleary;G. Fichtinger;G. Forestier;B. Gibaud;T. Grantcharov;M. Hashizume;D. Heckmann-Nötzel (German Cancer Research Center (DKFZ));H. Kenngott;R. Kikinis;L. Mündermann;N. Navab;S. Onogur (German Cancer Research Center (DKFZ));T. Roß (German Cancer Research Center (DKFZ));R. Sznitman;R. Taylor;M. Wagner;G.D. Hager;T. Neumuth;N. Padoy;J. Collins;I. Gockel;J. Goedeke;D.A. Hashimoto;L. Joyeux;K. Lam;D. Richard Leff;A. Madani;H. Marcus;O. Meireles;A. Seitel (German Cancer Research Center (DKFZ));D. Teber;F. Ückert;B. Müller-Stich;P. Jannin;S. Speidel (National Center for Tumor Diseases (NCT/UCC) Dresden);L. Maier-Hein (German Cancer Research Center, Germany (DKFZ))",Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Video-rate perfusion imaging in laparoscopy,Leonardo Ayala (German Cancer Research Center (DKFZ));Tim Adler (German Cancer Research Center (DKFZ));Silvia Seidlitz (German Cancer Research Center (DKFZ));Sebastian Wirkert (German Cancer Research Center (DKFZ));Christina Engels;Alexander Seitel (German Cancer Research Center (DKFZ));Jan Sellner (German Cancer Research Center (DKFZ));Alexey Aksenov;Matthias Bodenbach;Pia Bader;Sebastian Baron;Anant Vemuri (German Cancer Research Center (DKFZ));Manuel Wiesenfarth (German Cancer Research Center (DKFZ));Nicholas Schreck (German Cancer Research Center (DKFZ));Diana Mindroc (German Cancer Research Center (DKFZ));Minu Dietlinde Tizabi (German Cancer Research Center (DKFZ));Sebastian Pirmann (German Cancer Research Center (DKFZ));Brittaney Everitt;Annette Kopp-Schneider (German Cancer Research Center (DKFZ));Dogu Teber;Lena Maier-Hein (German Cancer Research Center (DKFZ)),Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
"Tracking Better, Tracking Longer: Automatic Keyframe Selection in Model-based Laparoscopic Augmented Reality",Kilian Chandelon;Adrien Bartoli,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Texture Synthesis for Generating Realistic-Looking Bronchoscopic Videos,Lu Guo;Werner Nahm,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
CAL-Tutor: A mixed reality platform for training in obstetric sonography,Brian Dromey;Manuel Birlo;Philip J Edwards;Anna L. David;Donald Peebles;Danail Stoyanov,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Quantifying Variation in Surgical Approaches,Ellie Johnston;Carole Addis,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Large Scale Simulation of Labeled Intraoperative Scenes in Unity,Thomas Dowick;Matthew J Clarkson;Brian Davidson;Kurinchi Gurusamy,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
Identifying Characteristic Surgical Workflows in Surgical Video,Sheldon K Hall;Pinja Haikka;Carole Addis,Long Program Schedule,,,https://sites.google.com/view/ipcai2022/program
