Title,Authors,Session,Abstract,PDF,Paper Page
From quantitative metrics to clinical success: Assessing the utility of deep learning for tumor segmentation in breast surgery,"Yeung, Chris;Ungi, Tamas;Hu, Zoe;Jamzad, Amoon;Kaufmann, Martin;Walker, Ross;Merchant, Shaila;Engel, Jay;Yeung, Chris;Rudan, John;Mousavi, Parvin;Fichtinger, Gabor",Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2024/program
Enabling Extracorporeal Ultrasound Imaging with the da Vinci Robot for Transoral Robotic Surgery - A Feasibility Study,"Moore, Randy WJ;Yeung, Ryan;Chen, Wanwen;Zeng, Qi;Prisman, Eitan;Salcudean, Septimiu",Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2024/program
HyperMRI: Hyperspectral and magnetic resonance fusion methodology for neurosurgery applications,"Villa, Manuel;Sancho, Jaime;Rosa, Gonzalo;Chavarrias, Miguel;Juarez, Eduardo;Sanz, Cesar",Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2024/program
Comparing novel smartphone pose estimation frameworks with the Kinect V2 for knee tracking during athletic stress tests.,"Babouras, Athanasios;Abdelnour, Patrik;Fevens, Thomas;Martineau, Paul",Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2024/program
Can surgical computer vision benefit from large-scale visual foundation models?,"Rabbani, Navid;Bartoli, Adrien",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
MRI-degad: Towards accurate conversion of gadolinium-enhanced T1w MRIs to non-contrast-enhanced scans using CNNs,"Ogunsanya, Feyi;Taha, Alaa;Gilmore, Greydon;Kai, Jason;Lay, Jonathan;Khan, Ali;Kueh, Tristan;Thurairajah, Arun;Tenorio, Mauricio",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
Preliminary Trials of Trackerless Augmented Reality in Endoscopic Endonasal Surgery,"Espinel Lopez, Yamid;Lombion, Nalick;Compagnone, Luce;Saroul, Nicolas;Bartoli, Adrien",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
Surgical-DeSAM: Decoupling SAM for Instrument Segmentation in Robotic Surgery,"Sheng, Yuyang;Bano, Sophia;Clarkson, Matthew J;Islam, Mobarakol",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
Investigation of Federated Learning Algorithms for Retinal Optical Coherence Tomography Image Classification with Statistical Heterogeneity,"Amgain, Sanskar;Shrestha, Prashant;Bano, Sophia;del Valle Torres , Ignacio;Cunniffe, Michael;Hernandez, Victor;Beales , Phil;Bhattarai, Binod",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
LARLUS: Laparoscopic Augmented Reality from Laparoscopic Ultrasound,"Kalantari, Mohammad Mahdi;Ozgur, Erol;Alkhatib, Mohammad;Buc, Emmanuel;Le Roy, Bertrand;Modrzejewski, Richard;Bartoli, Adrien",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
Near-infrared Beacons: Tracking Anatomy with Bio-compatible Flourescent Dots for Mixed Reality Surgical Navigation,"Gu, Wenhao;Opfermann, Justin;Knopf, Jonathan;Krieger, Axel;Unberath, Mathias",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
Cognitive Load in Tele-Robotic Surgery: A Comparison of Eye Tracker Designs,"Soberanis-Mukul, Roger D.;Ruiz Puentes, Paola;Acar, Ayberk;Gupta, Iris;Bhowmick, Joyraj;Li, Yizhou;Ghazi, Ahmed;Wu, Jie Ying;Unberath, Mathias",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
Augmented Reality for Endoscopic Transsphenoidal Surgery Evaluating Design Factors with Neurosurgeons,"Higa, Jennifer;Nkatha, Sonia;Ramirez Herrera , Roxana;Marcus, Hani;Yoo, Soojeoung;Blandford, Ann;Opie, Jeremy",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
Query2: Query over Queries for Improving Gastrointestinal Stromal Tumour Detection in an Endoscopic Ultrasound,"He, Qi;Bano, Sophia;Huang, Jia;Liu, Wentian;Stoyanov, Danail;Zuo, Siyang",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
Registration Sanity Check for AR-guided Surgical Interventions: Experience from Head and Face Surgery,"Condino, Sara;Cutolo, Fabrizio;Carbone, Marina;Cercenelli, Laura;Badiali, Giovanni;Montemurro, Nicola;Ferrari, Vincenzo",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
Optical Rules to Mitigate the Parallax-Related Registration Error in See-Through Head-Mounted Displays for the Guidance of Manual Tasks,"Ferrari, Vincenzo;Cattari, Nadia;Condino, Sara;Cutolo, Fabrizio",Accepted long abstract submissions,,,https://sites.google.com/view/ipcai2024/program
