Title,Authors,Session,Abstract,PDF,Paper Page
ConVibNet: Needle Detection during Continuous Insertion via Frequency-Inspired Features,Jiamei Guo;Zhehao Duan;Maria Neiiendam;Dianye Huang;Nassir Navab;Zhongliang Jiang,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Vascular Geometry Characterization for AI–Based Endovascular Navigation,Han-Ru Wu;Harry Robertshaw;Lisa Dwyer-Joyce;Thomas Booth;Alejandro Granados,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
GEN-Guard: Correcting Generalization Failures for Deployable Federated Surgical AI,Julia Alekseenko;Pietro Mascagni;AI4SafeChole Consortium;Nicolas Padoy,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Learning from the Unseen: Synthetic Data for Scoliosis AI Segmentation,Volodimir Buchakchiyskiy;Sidaty El Hadramy;Norbert Zsolt Zentai;Michael Wehrli;Zdzislaw Andrzej Krol;Giada Cescato;Maria Licci;Daniel Studer;Carol-Claudius Hasler;Philippe Claude Cattin,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
LumenGSLAM: Online Physically Based Rendering with Gaussian Splatting for Robust Endoscopic Reconstruction and Tracking,Francesco Leni;Chiara Lena;Zhehua Mao;Sierra Bonilla;Luca Carlini;Danail Stoyanov;Elena De Momi;Sophia Bano,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
A Multi-View Pipeline and Benchmark Dataset for 3D Hand Pose Estimation in Surgical Environments,Valery Fischer;Alan Magdaleno;Anna-Katharina Calek;Nicola Cavalcanti;Nathan Hoffman;Christoph Germann;Joshua Wüthrich;Max Krähenmann;Mazda Farshad;Philipp Fürnstahl;Lilian Calvet,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Personalization of Liver Microwave Ablation Simulation,Francesco Dettori;Ilias Nahmed;Michel Duprez;Juan Verde;Pablo Alvarez;Stéphane Cotin,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Automatic Evaluation of 3D Registration Quality in Surgical Navigation,António Ribeiro;Carolina Raposo;Tânia Baptista;Miguel Marques;João Barreto;Michel Antunes,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
TBDM: Temporal Boundary Distillation Module for Surgical Gesture Segmentation,Ezem Ekmekci;Sébastien Frey;Snehashis Majhi;Khodor Hamadi;Hervé Delingette;Wen Wei;Matthieu Durand;Pierre Berthet-Rayne;François Bremond;Nicholas Ayache,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Learning from Single Timestamps: Complexity Estimation in Laparoscopic Cholecystectomy,Dimitrios Anastasiou;Santiago Barbarisi;Lucy Culshaw;Jayna Patel;Evangelos Mazomenos;Imanol Luengo;Danail Stoyanov,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
A Digital Twin for Microwave Liver Treatment Replanning,Ilias Nahmed;Francesco Dettori;Juan Verde;Michel Duprez;Pablo Alvarez;Stéphane Cotin,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Stream-based Active Learning for Surgical AI,Gregor Just;Alexander Jenke;Antonia Kraneis;André Schulze;Martin Wagner;Sebastian Bodenstedt;Stefanie Speidel,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Lean Unet: A compact model for image segmentation,Ture Hassler;Ida Åkerholm;Marcus Nordström;Gabriele Balletti;Orcun Goksel,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Investigating Robot Control Policy Learning for Autonomous X-ray-guided Spine Procedures,Florence Klitzner;Blanca Inigo Romillo;Benjamin D. Killeen;Lalithkumar Seenivasan;Michelle Song;Axel Krieger;Mathias Unberath,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Camera Augmentation: Enabling Uncalibrated Stereo Matching of Minimally-Invasive Surgery Images by Training from the Wealth of Public Synthetic Image Datasets,Rasoul SHARIFIAN;Navid RABBANI;Yongcong ZHANG;Adrien BARTOLI,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Markerless AR-Guided Robot Alignment for Vertebroplasty Using Gantry-Mounted RGB Imaging,Blanca Inigo;Sungwoo Kim;Sue Min Cho;Michelle Song;Han Zhang;Ali Uneri;Christopher Bailey;Axel Krieger;Mathias Unberath,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
BronchOpt: Vision-Based Pose Optimization with Fine-Tuned Foundation Models for Accurate Bronchoscopy Navigation,Hongchao Shu;Roger Soberanis Mukul;Jiru Xu;Hao Ding;Morgan Ringel;Mali Shen;Saif iftekar Sayed;Hedyeh Rafii-Tari;Mathias Unberath,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Subsampled Randomized Fourier GaLore for Adapting Foundation Models in Depth-Driven Liver Landmark Segmentation,Yun-Chen Lin;Jiayuan Huang;Hanyuan Zhang;Sergi Kavtaradze;Matthew J. Clarkson;Mobarak I. Hoque,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Local LLMs as Cooperative Agents for Low-Cost Surgical Navigation Support,Colton Barr;Colin Galvin;Amirali Azimi;Sarah Frisken;Steve Pieper;Gabor Fichtinger;Alexandra Golby;Parvin Mousavi,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
EchoAgent: Guideline-Centric Reasoning Agent for Echocardiography Measurement and Interpretation,Matin Daghyani;Lyuyang Wang;Nima Hashemi;Bassant Medhat;Baraa Abdelsamad;Eros Rojas Velez;XiaoXiao Li;Michael Y. C. Tsang;Christina L Luong;Teresa S.M. Tsang;Purang Abolmaesumi,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Token-Based Fidelity Scoring for Trustworthy Vision Transformer Interpretations in Medical Imaging,Utku Ozbulak;Solha Kang;Wesley De Neve;Joris Vankerschaver,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
SurgCheck: Do Vision–Language Models Really Look at Images in Surgical VQA?,Jongmin Shin;Ka Young Kim;Eunki Cho;Seong Tae Kim;Namkee Oh,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
CRAC-DM: Class Relation-Aware Categorical Diffusion Model for Surgical Scene Segmentation,Yihang Zhou;Chi Xu;Awad Zaid;Stamatia Giannarou,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Towards Real-Time Autonomous Navigation: Transformer-Based Catheter Tip Tracking in Fluoroscopy,Harry Robertshaw;Yanghe Hao;Weiyuan Deng;Benjamin Jackson;Hadi Sadati;Nikola Fischer;Tom Vercauteren;Alejandro Granados;Thomas Booth,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Adapting Monocular SLAM for Contactless 3D Registration in Navigated Arthroscopy,Tânia Baptista;Carolina Raposo;Miguel Marques;Diogo Vaz;Michel Antunes;Joao P. Barreto,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Laparoscopic Liver Point Cloud Registration via Hyperbolic-Topology Interaction,Yixuan Wang;Yue Dai;Xiangyue Yang;Binyan Huang;Ronghui Xie;Guohui Mei;Fucang Jia,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Markerless 3D Ultrasound Reconstruction for Augmented Reality Assisted Minimally Invasive Spine Surgery,Ruixuan Li;Yuyu Cai;Ayoob Davoodi;Gianni Borghesan;Carlos Rodriguez-Guerrero;Emmanuel Vander Poorten,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
A Differentiable Digital Twin of the Eye for Patient-Specific Strabismus Surgery Planning,Even Harsigny;Pablo Alvarez;Michel Duprez;Stéphane Cotin,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Cobotic Drilling Assistant for Orthopedic Surgery using Gaussian-Process based Breakthrough Detection,Lucas Gimeno;Nils Johnson;Tobias Stauffer;Quentin Lohmeyer;Mirko Meboldt,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Markerless Inside-Out Tool Tracking for Endoscopic Spine Surgery: A Benchmarking Study and Clinical Dataset,Peter Zhang;Youyang Shen;Frédéric Giraud;Nicola Cavalcanti;Marc Pollefeys;Christoph Laux;Philipp Fürnstahl;Hooman Esfandiari,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Towards Controllable Video Synthesis of Routine and Rare OR Events,Dominik Schneider;Lalithkumar Seenivasan;Sampath Rapuri;Vishalroshan Anil;Aiza Maksutova;Yiqing Shen;Jan Mangulabnan;Hao Ding;Jose L. Porras;Masaru Ishii;Mathias Unberath,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Blob Representation of Robotic Surgical Scenes for Position-Aware Video Generation,Chen Katzir;Laurent Mennillo;Dimitrios Anastasiou;Danail Stoyanov;Evangelos B. Mazomenos,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Augmented Reality Enhanced Physical Simulation for Femoral Nailing Training,Tobias Stauffer;Blanca Gutiez;Reto Babst;Quentin Lohmeyer;Mirko Meboldt,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Warm-Started Reinforcement Learning for Iterative 3D/2D Liver Registration,Hanyuan Zhang;Lucas He;Zijie Cheng;Abdolrahim Kadkhodamohammadi;Danail Stoyanov;Brian Davidson;Evangelos Mazomenos;Matthew Clarkson,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
DefSynUS: Real-time Patient-specific Intrahepatic Vessel Identification via Deformation-Aware CT-US Domain Adaptation,Karl-Philippe Beaudet;Yordanka Velikova;Sidaty El hadramy;Nassir Navab;Philippe Cattin;Juan Verde;Stéphane Cotin,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Imaging Skins: Stretchable Gd2O2S:Tb X-Ray Detectors for Image-Guided Surgery,Rozenn Raffaut;Rob Moss;Agostino Stilli;Danail Stoyanov,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Streamlining stereo differentiable rendering for marker-free real-time tracking of surgical robots,Yanghe Hao;Martin Huber;Christos Bergeles;Tom Vercauteren,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Markerless Augmented Reality Registration for Surgical Guidance: A Multi-Anatomy Clinical Accuracy Study,Yue Yang;Fabian Necker;Christoph Leuze;Michelle Chen;Andrey Finegersh;Jake Lee;Vasu Divi;Bruce Daniel;Brian Hargreaves;Jieying Wu;Fred Baik,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
PERSEUS: Perception with Semantic Endoscopic Understanding and SLAM,Ayberk Acar;Fangjie Li;Susheela Sharma Stern;Lidia Al-Zogbi;Hao Li;Kanyifeechukwu Jane Oguine;Dilara Isik;Brendan Burkhart;Jesse F. d'Almeida;Robert J. Webster;Ipek Oguz;Jie Ying Wu,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Deep Learning for Early Detection of Zenker’s Diverticulum Based on Swallowing Sound Analysis,Daniel Ostler-Mildner );Alissa Jell;Matthias Seibold;Hubertus Feussner;Simone Graf;Dirk Wilhelm;Jonas Fuchtmann ),Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
CT-Override: Endoscopic Updates to Preoperative Anatomical Models During Ablative Surgery,Jan Emily Mangulabnan;Jacob M. Delgado-López;Lalithkumar Seenivasan;Roger D. Soberanis-Mukul;S. Swaroop Vedula;Masaru Ishii;Russell H. Taylor;Gregory Hager;Mathias Unberath,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
CaViR: Confidence-aware Vision-based Registration for image-guided surgery,Hisashi Ishida;Yuechao Lu;Pourya Shirazian,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
TREAT-Netv2: Regional Wall Motion-Informed Video-Tabular Fusion for ACS Treatment Prediction,Diane Kim;Victoria Wu;Minh Nguyen Nhat To;Bahar Khodabakhshian;Nima Hashemi;Sherif Abdalla;Teresa S.M. Tsang;Purang Abolmaesumi;Christina Luong,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Multi-Modal Monocular Endoscopic Depth and Pose Estimation with Edge-Guided Self-Supervision,Xinwei Ju;Rema Daher;Danail Stoyanov;Sophia Bano;Francisco Vasconcelos,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Global Region Reidentification for Camera Relocalization in Video-based Surgical Navigation,Roger Soberanis-Mukul;Ryan Chou;Chin Hang Ryan Chan;Jan Emily Mangulabnan;Lalithkumar Seenivasan;Simon Bonaventura Ertlmaier;Swaroop Vedula;Russell Taylor;Masaru Ishii;Gregory Hager;Mathias Unberath,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Optimizing Point-of-Care Ultrasound Video Acquisition for Probabilistic Multi-Task Heart Failure Detection,Armin Saadat;Nima Hashemi;Bahar Khodabakhshian;Michael Y. Tsang;Christina Luong;Teresa Tsang;Purang Abolmaesumi,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Point Tracking as a Temporal Cue for Robust Myocardial Segmentation in Echocardiography Videos,Bahar Khodabakhshian;Nima Hashemi;Armin Saadat;Zahra Gholami;In-Chang Hwang;Samira Sojoudi;Christina Luong;Teresa Tsang;Purang Abolmaesumi,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Imitation Learning for Supervised Autonomous Tumor Resection in Central Airway Obstruction,Nural Yilmaz;Juo-Tung Chen;Hao Ding;Chenhao Yu;Spencer Huang;Ji Woong Kim;Mariana Smith;Naren Nimmagadda;Alejandro Chara;Brendan Burkhart;Anton Deguet;Mathias Unberath;Axel Krieger,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
GUIDE-US: Grade-Informed Unpaired Distillation of Encoder Knowledge from Histopathology to Micro-UltraSound,Emma Willis;Tarek Elghareb;Paul Wilson;Minh Nguyen Nhat To;Mahdi Abootorabi;Amoon Jamzad;Brian Wodlinger;Parvin Mousavi;Purang Abolmaesumi,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Autonomous Skeletal Landmark Localization towards Agentic C-Arm Control ah,Jay Hwasung Jung;Ahmad Arrabi;Jax Luo;Scott Raymond;Safwan Wsh,Accepted regular paper submissions,,,https://sites.google.com/view/ipcai2026/program
Surg-NAT+: Negation-Aware Vision-language Refinement for Fine-grained Surgical Understanding,Kun Yuan;Yutong Cao;Yunxi Tang;Nicolas Padoy;Xiangyu Chu,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
High-Precision Label-Free Virtual H&E Staining of 3D Holotomography using DAPI-Guided Conditional Diffusion Learning,Taeyoung Bak;Sangwook Kim;Daewoong Ahn;Hyun-seok Min;Jimin Lee,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
VR-Based Automated Suturing Skill Assessment in Pediatric Robotic Surgery,Saul Alexis Heredia Perez;Enduo Zhao;Murilo Marques Marinho;Kyoichi Deie;Mamoru Mitsuishi;Kanako Harada,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
6-DoF Dental Pose Estimation for AR-Assisted Craniofacial Surgery,Dolev Chen;Tal Aloni;Robert Spektor;Shai Tejman-Yarden;Tal Yoffe;David Yogev;Shlomi Laufer,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Reinforcement Learning-Based Tension Control of Soft Tissue using a Surgical Assistant Robot,Zixu Wang;Jiahe Chen;Maina Sogabe;Soichiro Ishihara;Etsuko Kobayashi;Naoki Tomii,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Stretcher: A Learning-Based Framework for Deformation-Robust Keypoint Descriptors,Constantin von Witzleben;Nazim Haouchine,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Current validation practice undermines surgical AI development,Annika Reinke;Ziying Olivia Li;Minu Dietlinde Tizabi;Danail Stoyanov;Amin Madani;Stefanie Speidel;Daniel A. Hashimoto;Fiona Kolbinger;Lena Maier-Hein,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
BronchoLumen: Real-time bronchial orifice detection in video-bronchoscopy,Marian Himstedt;Yongchao Li,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Learning Where To Look: Scaling Parkland Grade Prediction from Surgical Videos,Sreeram Kamabattula;Sue Kulason;Lilia Purvis;Busisiwe Mlambo;Kiran Bhattacharyya,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Robust Quantification of ICG Fluorescence Perfusion in Neonatal Bowel Surgery via Deep Point Tracking,Zhehua Mao;Antonio Composto;Jonathan Neville;Cecilia Cirelli;Danail Stoyanov;Stefano Giuliani;Sophia Bano,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
A Bayesian Approach to Temporal Surgical Segmentation Model Fusion,Max Berniker;Sreeram Kamabattula;Kiran Bhattacharyya,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Claims Reloaded: A toolkit for assessing the validity of outperformance claims,Carlos Aumente Maestro;A. Emre Kavur;Evangelia Christodoulou;Annika Reinke;Pascaline Andre;Charles Heitz;Kris K. Dreher;Gael Varoquaux;Olivier Colliot;Lena Maier-Hein,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Depth-Based Local Registration Refinement for Augmented Reality in Pituitary Surgery,Aure Enkaoua;Manuel Villa;João Ramalhinho;Mobarak Hoque;Hani Marcus;Matthew Clarkson,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Real-time 3D Slicing and Embedded System Design for In Situ Bioprinting,Nisa Balta;Luca Hirt;Cyriac Thomas;Inge K. Herrmann,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Active Learning for Efficient Annotation of Surgical Videos with Weak Supervision,Manasa Dendukuri;Matjaz Jogan;Daniel A. Hashimoto;Guiqiu Liao,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Asymmetrical Five-Plate ArUco-Based Single-Shot Calibration for Laparoscopic Cameras,Lowell Lobo;Daragh Crowley;Trong Nguyen;Raj Shekhar,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Computer Assisted Intervention to Improve Diagnostic Yield in Capsule Endoscopy Post Ingestion,Usha Goparaju;Krispian Lawrence;Luis Lamb,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Mean Alignment: Towards Assessing Mechanical Plausibility of Predicted Displacement Fields,Bianca Güttner;Micha Pfeiffer;Stefanie Speidel,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Benchmark of Methods for Surgical Instrument Segmentation in Endoscopic Pituitary Surgery,Kendall Feeny;Anjana Wijekoon;Wenhua Wei;Danyal Khan;Danail Stoyanov;Hani J. Marcus;Sophia Bano,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Sum-of-Checks: Structured Reasoning for Surgical Safety with Large Vision-Language Models,Weiqiu You;Cassandra Goldberg;Amin Madani;Daniel A. Hashimoto;Eric Wong,Accepted Long Abstract Track 1: Late-breaking research submissions,,,https://sites.google.com/view/ipcai2026/program
Interdisciplinary Dialogues on Surgical Data Science: Revising its Benefits for Surgical Stakeholders and Patients,Arnaud Huaulmé;Marco Bombieri;Kevin Cleary;Stamatia Giannarou;Gernot Kronreif );Franziska Mathis-Ullrich;Evangelos Mazomenos;Krystel Nyangoh Timoh;Micha Pfeiffer;Marco Zenati;Paolo Fiorini;Pierre Jannin,Accepted Long Abstract Track 2: Journal article presentations submissions,,,https://sites.google.com/view/ipcai2026/program
BrachyPlan: A fine-grained efficient dose-guided inverse planning strategy for low-dose-rate brachytherapy,Haitao Li;Jiaxuan Liu;Haochen Shi;Wei Huang;Zhongmin Wang;Xiaojun Chen,Accepted Long Abstract Track 2: Journal article presentations submissions,,,https://sites.google.com/view/ipcai2026/program
Monocular pose estimation of articulated open surgery tools - in the wild,Robert Spektor;Tom Friedman;Itay Or;Gil Bolotin;Shlomi Laufer,Accepted Long Abstract Track 2: Journal article presentations submissions,,,https://sites.google.com/view/ipcai2026/program
Robotic Laser Tissue Soldering for Atraumatic Soft Tissue Fusion Guided by Fluorescent Nanothermometry,Oscar Cipolato;Tobias Leuthold;Marius Zaech;Georg Maennel;Dennis Kundrat;Sam Aegerter;Calinda Sciascia;Alexander Jessernig;Marco Von Salis;Sima Sarcevic;Jachym Rosendorf;Václav Liska;Romain Quidant;Inge Herrmann,Accepted Long Abstract Track 2: Journal article presentations submissions,,,https://sites.google.com/view/ipcai2026/program
