Title,Authors,Session,Abstract,PDF,Paper Page
A Least Square Generative Network Based on Invariant Contrastive Feature Pair Learning for Multimodal MR Image Synthesis,Redha Touati;Samuel Kadoury,Machine Learning for CAI,,,https://sites.google.com/view/ipcai-2023/program
LatentPCN: Latent Space-constrained Point Cloud Network for Reconstruction of 3D Patient-specific Bone Surface Models from Calibrated Biplanar X-ray Images,Wenyuan Sun;Yuyun Zhao;Jihao Liu;Guoyan Zheng,Machine Learning for CAI,,,https://sites.google.com/view/ipcai-2023/program
Spatial Gradient Consistency for Unsupervised Learning of Hyperspectral Demosaicking: Application to Surgical Imaging,Peichao Li;Muhammad Asad;Conor Horgan;Oscar MacCormac;Jonathan Shapey;Tom Vercauteren,Machine Learning for CAI,,,https://sites.google.com/view/ipcai-2023/program
Nail it! Vision-based Drift Correction For Accurate Mixed Reality Surgical Guidance,Wenhao Gu;Jonathan Knopf;John Cast;Laurence Higgins;David Knopf;Mathias Unberath,3D Reconstruction and Registration,,,https://sites.google.com/view/ipcai-2023/program
Learning Feature Descriptors for Pre- and Intra-operative Point Cloud Matching for Laparoscopic Liver Registration,Zixin Yang (virtual);Richard Simon;Cristian Linte,3D Reconstruction and Registration,,,https://sites.google.com/view/ipcai-2023/program
Arc-to-line Frame Registration Method for Ultrasound and Photoacoustic Image-guided Intraoperative Robot-assisted Laparoscopic Prostatectomy,Hyunwoo Song;Shuojue Yang;Zijian Wu;Hamid Moradi;Russ Taylor;Jin Kang;Septimiu Salcudean;Emad Boctor,3D Reconstruction and Registration,,,https://sites.google.com/view/ipcai-2023/program
3D US-CT/MRI Registration for Percutaneous Focal Liver Tumor Ablations,Shuwei Xing;Joeana N Cambranis Romero;Priyanka Roy;Derek Cool;David Tessier;Elvis C. S. Chen;Terry Peters;Aaron Fenster,3D Reconstruction and Registration,,,https://sites.google.com/view/ipcai-2023/program
HEX: Hybrid EMT X-ray Navigation,Henry J Krumb;Bernhard Dorweiler;Anirban Mukhopadhyay,"Surgical Simulation, Planning and Navigation",,,https://sites.google.com/view/ipcai-2023/program
Comparative Evaluation of Three Commercially Available Markerless Depth Sensors for Close-range Use in Surgical Simulation,Lukas Burger;Lalith Sharan;Roger Karl;Christina Wang;Matthias Karck;Raffale De Simone;Ivo Wolf;Gabriele Romano;Sandy Engelhardt,"Surgical Simulation, Planning and Navigation",,,https://sites.google.com/view/ipcai-2023/program
X-ray image decomposition for improved magnetic navigation,Wenyao Xia;Shuwei Xing;Uditha Jarayathne;Utsav Pardasani;Elvis C. S. Chen;Terry Peters,"Surgical Simulation, Planning and Navigation",,,https://sites.google.com/view/ipcai-2023/program
In-situ Guidance for MRI Interventions using Projected Feedback,Pezhman Foroughi;Alican Demir;Martin Hossbach;Purnima Rajan;Pavel Yarmolenko;Ranjith Vellody;Kevin Cleary;Karun Sharma,"Surgical Simulation, Planning and Navigation",,,https://sites.google.com/view/ipcai-2023/program
Extending Bioelectric Navigation for Displacement and Direction Detection,Heiko Maier;Heribert Schunkert;Nassir Navab,"Surgical Simulation, Planning and Navigation",,,https://sites.google.com/view/ipcai-2023/program
Intraoperative Estimation of Liver Boundary Conditions from Multiple Partial Surfaces,Andrea Mendizabal;Eleonora Tagliabue;Diego Dall'Alba (virtual),"Surgical Simulation, Planning and Navigation",,,https://sites.google.com/view/ipcai-2023/program
Fast and Versatile Platform for Pedicle Screw Insertion Planning,Rafael Benito;Álvaro Bertelsen;Verónica de Ramos;Amaia Iribar Zabala;Niccoló Innocenti;Nicoló Castelli;Karen Lopez-Linares Roman;Davide Scorza,"Surgical Simulation, Planning and Navigation",,,https://sites.google.com/view/ipcai-2023/program
Femur Reconstruction in 3D Ultrasound for Orthopedic Surgery Planning,Christian Gebhardt;Lara Göttling;Lukas Buchberger;Christian Ziegler;Wolfgang Wein;Felix Endres;Quirin Wuermeling;Boris Holzapfel;Ferdinand Wagner;Oliver Zettinig,"Surgical Simulation, Planning and Navigation",,,https://sites.google.com/view/ipcai-2023/program
DisguisOR: Holistic Face Anonymization for the Operating Room,Lennart C Bastian;Tony D Wang;Tobias Czempiel;Benjamin Busam;Nassir Navab,Computer Vision in Surgery,,,https://sites.google.com/view/ipcai-2023/program
Pose Estimation For Surgical Training,Eddie Bkheet;Anne-Lise D'Angelo;Adam Goldbraikh;Shlomi Laufer,Computer Vision in Surgery,,,https://sites.google.com/view/ipcai-2023/program
Investigating Keypoint Descriptors for Camera Relocalization in Endoscopy Surgery,Isabela Hernández;Roger D. Soberanis-Mukul;Jan Emily Mangulabnan;Manish Sahu;Jonas Winter;Swaroop Vedula;Masaru Ishii;Gregory D Hager;Russ Taylor;Mathias Unberath,Computer Vision in Surgery,,,https://sites.google.com/view/ipcai-2023/program
Eye Gaze Metrics for Skill Assessment and Feedback in Kidney Stone Surgery,Yizhou Li (virtual);Amy Reed;Nicholas Kavoussi;Jie Ying Wu,Computer Vision in Surgery,,,https://sites.google.com/view/ipcai-2023/program
Self-Knowledge Distillation for Surgical Phase Recognition,Jinglu Zhang;Santiago Barbarisi;Abdolrahim Kadkhodamohammadi;Danail Stoyanov;Imanol Luengo,Computer Vision in Surgery,,,https://sites.google.com/view/ipcai-2023/program
A Spatio-temporal Network for Video Semantic Segmentation in Surgical Videos,Maria Grammatikopoulou (virtual);Ricardo Sanchez-Matilla;Felix Bragman;David Owen;Lucy Culshaw;Karen Kerr;Danail Stoyanov;Imanol Luengo,Computer Vision in Surgery,,,https://sites.google.com/view/ipcai-2023/program
Shifted-Windows Transformers for the Detection of Cerebral Aneurysms in Microsurgery,Jinfan Zhou;Will R Muirhead;Simon Williams;Danail Stoyanov;Hani Marcus;Evangelos B Mazomenos,Computer Vision in Surgery,,,https://sites.google.com/view/ipcai-2023/program
Automated Density Estimation in Microcirculation using Advection-diffusion,Rohit Jena (virtual);Pratik Chaudhari;James Gee;John C Greenwood,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Concept-based Explanations in Medical Imaging,Anuja Vats;Marius Pedersen;Ahmed Mohammed,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Automatic Performance Evaluation of The Intracorporeal Suture Exercise,Liran Halperin;Gideon Sroka;Ido Zuckerman;Shlomi Laufer,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
A YOLOv5 Based Network for the Detection of a Diffuse Reflectance Spectroscopy Probe to Aid Surgical Guidance in Gastrointestinal Cancer Surgery,Yican Zhong;Ioannis Gkouzionis (virtual);Scarlet Nazarian;Ara Darzi;Nisha Patel;Christpher J. Peters;Daniel Elson,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Elliptical Specularity Detection in Endoscopy with Application to Normal Reconstruction,Karim Makki;Kilian Chandelon;Adrien Bartoli,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Unsupervised Binary Instrument Segmentation Using Prior Instrument Knowledge,Luca Sestini;Benoit Rosa;Elena De Momi;Giancarlo Ferrigno;Nicolas Padoy,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Augmented Reality for Mitral Valve Repair Planning,Lars Walczak;Lennart Tautz;Markus Hüllebrand;Valentin Kraft;Jan-Martin Kuhnigk;Chris Papenfuß;Isaac Wamala;Serdar Akansel;Dustin Greve;Volkmar Falk;Simon Sündermann;Jörg Kempfert;Anja Hennemuth,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Assessing the Benefit of Augmented Reality in Laparoscopic Surgery,João Ramalhinho;Soojeong Yoo;Thomas Dowick;Bongjin Koo;Murali Somasundaram;Kurinchi Gurusamy;David Hawkes;Brian Davidson;Ann Blandford;Matthew J Clarkson,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
An Accurate Scapula Registration Process in Shoulder Arthroplasty Using Mixed Reality,Agathe Tréhin,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Platform For Investigating Continuum Manipulator Behavior in Orthopaedics,Henry Phalen;Adnan Munawar;Amit Jain;Russ Taylor;Mehran Armand,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Label-Efficient Graph-Based Critical View of Safety Assessment,Aditya Murali;Deepak Alapatt;Pietro Mascagni;Armine Vardazaryan;Alain Garcia;Nariaki Okamoto;Didier Mutter;Nicolas Padoy,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Self-Supervised Learning for Surgical Computer Vision: How to Make it Work?,Aditya Murali;Sanat Ramesh;Vinkle Kumar Srivastav;Deepak Alapatt;Tong Yu;Luca Sestini;CHINEDU I NWOYE;Idris Hamoud;Saurav Sharma;Antoine AF Fleurentin;Georgios Exarchakis;Alexandros Karargyris;Nicolas Padoy,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Surgical Phase and Instrument Recognition: How to identify appropriate Dataset Splits,Georgii Kostiuchik;Lalith Sharan;Benedikt Mayer;Bernhard Preim;Sandy Engelhardt,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
A cGANs-based Network for Depth Estimation from Bronchoscopic Images,Lu Guo;Werner Nahm,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
Automatic image registration of cerebral digital subtraction angiography,Vincent Hellebrekers;Theo van Walsum;Ihor Smal;Sandra A.P. Cornelissen;Wim van Zwam;Aad van der Lugt;P. Matthijs van der Sluijs;Ruisheng Su,Long Abstracts,,,https://sites.google.com/view/ipcai-2023/program
